type,A,B,C,D,a,b,c,d,e
3,120,64.66585132,120,120,71.8631512,71.8631512,68.25,75,6.75
3,120,64.1278103,120,120,72.18725649,72.18725649,69,75,6
3,120,63.5946256,120,120,72.51767026,72.51767026,69.75,75,5.25
3,120,63.06632285,120,120,72.85430667,72.85430667,70.5,75,4.5
3,120,62.5429239,120,120,73.19707986,73.19707986,71.25,75,3.75
3,120,62.02444693,120,120,73.54590403,73.54590403,72,75,3
3,120,61.51090655,120,120,73.9006935,73.9006935,72.75,75,2.25
3,120,61.00231392,120,120,74.26136277,74.26136277,73.5,75,1.5
3,120,119.5013231,120,120,74.62782658,74.62782658,0.75,75,74.25
3,120,60.49867686,120,120,74.62782658,74.62782658,74.25,75,0.75
4,120,84.72222094,120,120,97.69480744,97.69480744,65.15139434,112.3299902,47.1785959
4,81.71732124,90,156,90,82.11524752,62,62,38,38
4,137.8182668,90,143,90,72.37176761,36,36,64,64
4,107.4317651,90,116,90,32.86968395,53,53,47,47
4,71.6660193,90,156,90,89.24102914,69,69,31,31
4,127.647658,90,148,90,73.7650885,39,39,61,61
4,132.3339807,90,156,90,89.24102914,31,31,69,69
4,63.14995529,90,141,90,88.20485852,75,75,25,25
4,107.0687152,90,113,90,29.39540168,53,53,47,47
4,153.2430853,90,131,90,63.49915606,35,35,65,65
4,130.5322156,90,152,90,81.41135534,35,35,65,65
4,71.23923969,90,164,90,95.31865916,69,69,31,31
4,86.72271101,90,155,90,78.9604059,59,59,41,41
4,71.28471898,90,144,90,80.09312943,69,69,31,31
4,116.6697269,90,141,90,61.36327585,47,47,53,53
4,176.0362582,90,115,90,51.50338958,35,35,65,65
4,106.2077463,90,110,90,25.94036867,53,53,47,47
4,73.02978168,90,155,90,87.27846613,68,68,32,32
4,77.20497576,90,156,90,84.84513273,65,65,35,35
4,70.82297402,90,140,90,77.09934638,69,69,31,31
4,69.10441557,90,155,90,91.01272436,71,71,29,29
4,71.15420695,90,165,90,96.07051707,69,69,31,31
4,109.0920687,90,153,90,74.24579894,47,47,53,53
4,113.5720395,90,138,90,57.57925372,49,49,51,51
4,150.7926943,90,133,90,65.15121883,35,35,65,65
4,122.1006596,90,148,90,71.36152107,42,42,58,58
4,118.0059151,90,166,90,93.26580697,35,35,65,65
4,96.32028823,90,157,90,78.37572989,53,53,47,47
4,116.2264362,90,148,90,69.66921332,45,45,55,55
4,85.07099112,90,155,90,79.64210373,60,60,40,40
4,70.96500552,90,167,90,97.56699636,69,69,31,31
4,75.80681213,90,143,90,74.98071987,66,66,34,34
4,113.4382261,90,146,90,66.81468334,47,47,53,53
4,157.0644406,90,128,90,61.06637489,35,35,65,65
4,74.36551021,90,156,90,86.94148106,67,67,33,33
4,94.9771615,90,156,90,77.60582913,54,54,46,46
4,105.383061,90,131,90,50.16047989,53,53,47,47
4,94.9771615,90,156,90,77.60582913,54,54,46,46
4,60.23126781,90,156,90,103.2709816,79,79,21,21
4,168.2299198,90,120,90,54.94696375,35,35,65,65
4,74.36551021,90,156,90,86.94148106,67,67,33,33
4,153.2430853,90,131,90,63.49915606,35,35,65,65
4,125.839928,90,148,90,72.88878558,40,40,60,60
4,147.2509775,90,136,90,67.66541826,35,35,65,65
4,70.37634723,90,155,90,89.72182901,70,70,30,30
4,119.8412748,90,143,90,64.35861458,45,45,55,55
4,68.76568202,90,130,90,69.92655965,69,69,31,31
4,146.8906941,90,148,90,90.6958728,26,26,74,74
4,142.8766143,90,100,90,12.64364271,49,49,51,51
4,98.47534235,90,156,90,77.16956236,52,52,48,48
4,78.67612127,90,156,90,83.87797743,64,64,36,36
4,84.882581,90,156,90,80.59359917,60,60,40,40
4,86.72271101,90,155,90,78.9604059,59,59,41,41
4,114.0748378,90,145,90,65.73343433,47,47,53,53
4,71.64791476,90,150,90,84.65222974,69,69,31,31
4,64.43483456,90,164,90,102.1406865,75,75,25,25
4,66.68861296,90,156,90,94.38902641,73,73,27,27
4,71.28471898,90,144,90,80.09312943,69,69,31,31
4,92.81544083,90,143,90,65.54239478,57,57,43,43
4,109.7002012,90,145,90,65.34929183,49,49,51,51
4,136.5682349,90,116,90,32.86968395,47,47,53,53
4,100.2360023,90,156,90,77.06010976,51,51,49,49
4,145.6879901,90,148,90,89.09610834,27,27,73,73
4,77.20497576,90,156,90,84.84513273,65,65,35,35
4,137.4546169,90,145,90,75.36878949,35,35,65,65
4,94.27906022,90,162,90,83.4083609,53,53,47,47
4,71.37155727,90,145,90,80.84850036,69,69,31,31
4,109.8335343,90,176,90,101.3174027,35,35,65,65
4,129.1032528,90,124,90,42.13632195,47,47,53,53
4,115.3620547,90,143,90,63.55717984,47,47,53,53
4,142.7552871,90,140,90,71.0678039,35,35,65,65
4,99.06694576,90,150,90,71.09149035,53,53,47,47
4,94.27906022,90,162,90,83.4083609,53,53,47,47
4,129.5843137,90,153,90,82.27202716,35,35,65,65
4,115.840781,90,156,90,79.32690685,42,42,58,58
4,142.4383765,90,111,90,27.08882852,47,47,53,53
4,91.83262568,90,155,90,77.32188831,56,56,44,44
4,77.20497576,90,156,90,84.84513273,65,65,35,35
4,119.7081665,90,164,90,91.60622283,35,35,65,65
4,132.3153941,90,109,90,23.50736732,49,49,51,51
4,141.8149361,90,148,90,84.54985618,30,30,70,70
4,129.8745524,90,112,90,27.12692739,49,49,51,51
4,122.3108669,90,161,90,89.09169318,35,35,65,65
4,70.63582695,90,170,90,99.79111279,69,69,31,31
4,128.3508064,90,143,90,67.0882839,41,41,59,59
4,66.68861296,90,156,90,94.38902641,73,73,27,27
4,97.51527003,90,154,90,75.28658508,53,53,47,47
4,123.1426229,90,155,90,81.19880234,38,38,62,62
4,130.6589747,90,111,90,25.9216137,49,49,51,51
4,64.38194318,90,166,90,103.3711071,75,75,25,25
4,174.4195359,90,116,90,52.16295792,35,35,65,65
4,64.43195893,90,157,90,97.82390575,75,75,25,25
4,89.83430038,90,156,90,78.79310853,57,57,43,43
4,119.117419,90,156,90,80.59359917,40,40,60,60
4,131.9702183,90,155,90,87.27846613,32,32,68,68
4,138.4888599,90,144,90,74.50606824,35,35,65,65
4,74.41146736,90,155,90,86.12992565,67,67,33,33
4,70.38793753,90,172,90,101.2582587,69,69,31,31
4,78.77393678,90,155,90,83.00090421,64,64,36,36
4,69.755261,90,134,90,72.72777096,69,69,31,31
5,103.7639977,90,156,90,77.06010976,49,49,51,51
5,60,127,108.3811059,120,100,100,58,54.25716208,54.25716208
5,60,126,97.2402955,120,100,100,79,57.19720576,57.19720576
5,60,120,130.4674832,120,100,100,34,50.84617324,50.84617324
5,60,149,85.29147078,120,100,100,71,70.22149678,70.22149678
5,60,135,101.6074666,120,100,100,58,58.76988763,58.76988763
5,60,81,151.959425,120,100,100,71,24.38686767,24.38686767
5,60,126,113.5508987,120,100,100,51,53.07945692,53.07945692
5,60,120,144.2436199,120,100,100,11,54.83611948,54.83611948
5,60,120,99.7205183,120,100,100,82,53.30415869,53.30415869
5,60,130,110.4567527,120,100,100,50,55.01453919,55.01453919
5,60,120,114.0669458,120,100,100,59,50.26927491,50.26927491
5,60,152,87.98306533,120,100,100,59,68.05099573,68.05099573
5,60,120,105.1266663,120,100,100,73,51.73329038,51.73329038
5,60,130,102.4059944,120,100,100,64,56.91555782,56.91555782
5,60,120,116.6956948,120,100,100,55,50.083264,50.083264
5,60,120,143.1340728,120,100,100,13,54.37217426,54.37217426
5,60,130,106.3628939,120,100,100,57,55.82702561,55.82702561
5,60,144,93.98088446,120,100,100,59,63.89461149,63.89461149
5,60,95,141.7774201,120,100,100,59,35.66046306,35.66046306
5,60,120,99.7205183,120,100,100,82,53.30415869,53.30415869
5,60,120,138.5137997,120,100,100,21,52.72886622,52.72886622
5,60,89,138.7551942,120,100,100,71,29.56010915,29.56010915
5,60,85,157.6720894,120,100,100,58,30.82655603,30.82655603
5,60,102,132.8913315,120,100,100,59,39.63117905,39.63117905
5,60,89,138.7551942,120,100,100,71,29.56010915,29.56010915
5,60,120,93.5946256,120,100,100,93,55.82412859,55.82412859
5,60,92,146.8315719,120,100,100,58,34.28625616,34.28625616
5,60,104,131.3422966,120,100,100,58,40.90500506,40.90500506
5,60,120,95.2087191,120,100,100,90,55.07570547,55.07570547
5,60,130,118.294491,120,100,100,37,54.2772234,54.2772234
5,60,120,147.4570761,120,100,100,5,56.34713835,56.34713835
5,60,113,120.8475726,120,100,100,59,46.11428819,46.11428819
5,60,120,118.6770458,120,100,100,52,50.01333156,50.01333156
5,60,120,106.3696029,120,100,100,71,51.44900388,51.44900388
5,60,120,123.3043052,120,100,100,45,50.083264,50.083264
5,60,81,164.6147182,120,100,100,58,29.06582789,29.06582789
5,60,108,126.8392184,120,100,100,58,43.21298017,43.21298017
5,60,126,129.1250919,120,100,100,26,53.41962641,53.41962641
5,60,130,101.8536853,120,100,100,65,57.09272615,57.09272615
5,60,114,120.5513461,120,100,100,58,46.7107806,46.7107806
5,60,117,116.9040741,120,100,100,59,48.49144044,48.49144044
5,60,114,111.4095252,120,100,100,71,47.23857681,47.23857681
5,60,120,103.8978862,120,100,100,75,52.04164999,52.04164999
5,60,120,137.3158673,120,100,100,23,52.3736575,52.3736575
5,60,116,118.5622985,120,100,100,58,47.87957922,47.87957922
5,60,114,111.4095252,120,100,100,71,47.23857681,47.23857681
5,60,106,129.0564131,120,100,100,58,42.05537184,42.05537184
5,60,120,127.238779,120,100,100,39,50.40171955,50.40171955
5,60,126,98.31519077,120,100,100,77,56.76047832,56.76047832
5,60,120,108.258469,120,100,100,68,51.06858134,51.06858134
5,60,130,104.6484449,120,100,100,60,56.26057909,56.26057909
5,60,93,133.2923635,120,100,100,71,32.3103592,32.3103592
5,60,98,127.2214908,120,100,100,71,35.82944459,35.82944459
5,60,126,106.2665579,120,100,100,63,54.29585097,54.29585097
5,60,130,101.8536853,120,100,100,65,57.09272615,57.09272615
5,60,105,130.1904391,120,100,100,58,41.47915677,41.47915677
5,60,130,125.5929024,120,100,100,25,54.51268746,54.51268746
5,60,120,116.036765,120,100,100,56,50.11985634,50.11985634
5,60,130,103.52073,120,100,100,62,56.577234,56.577234
5,60,134,95.68334934,120,100,100,71,60.90142184,60.90142184
5,60,120,131.1058973,120,100,100,33,50.95422783,50.95422783
5,60,126,123.5538464,120,100,100,35,52.84519372,52.84519372
5,60,84,158.5010804,120,100,100,59,30.00646375,30.00646375
5,60,120,148.9976861,120,100,100,2,57.16642371,57.16642371
5,60,126,110.4763131,120,100,100,56,53.48068062,53.48068062
5,60,87,154.4131217,120,100,100,58,31.77170817,31.77170817
5,60,126,109.2608162,120,100,100,58,53.68381178,53.68381178
5,60,126,112.3155732,120,100,100,53,53.22152316,53.22152316
5,60,117,117.5856614,120,100,100,58,48.4636881,48.4636881
5,60,117,117.5856614,120,100,100,58,48.4636881,48.4636881
5,60,126,124.8015001,120,100,100,33,52.92931814,52.92931814
5,60,120,102.6841327,120,100,100,77,52.3736575,52.3736575
5,60,130,97.0463067,120,100,100,74,58.91831034,58.91831034
5,60,83,148.3133917,120,100,100,71,25.62440946,25.62440946
5,60,130,103.52073,120,100,100,62,56.577234,56.577234
5,60,126,109.8674126,120,100,100,57,53.57923189,53.57923189
5,60,130,129.1894922,120,100,100,19,54.9585403,54.9585403
5,60,77,172.1544159,120,100,100,58,27.51281417,27.51281417
5,60,104,130.547238,120,100,100,59,40.79538518,40.79538518
5,60,102,122.8357808,120,100,100,71,38.67963925,38.67963925
5,60,120,127.238779,120,100,100,39,50.40171955,50.40171955
5,60,126,129.1250919,120,100,100,26,53.41962641,53.41962641
5,60,126,96.70907254,120,100,100,80,57.42303171,57.42303171
5,60,144,88.66666725,120,100,100,71,67.22275364,67.22275364
5,60,126,116.6632043,120,100,100,46,52.83314264,52.83314264
5,60,126,105.0890064,120,100,100,65,54.58150981,54.58150981
5,60,130,120.732863,120,100,100,33,54.25761714,54.25761714
5,60,95,130.7745992,120,100,100,71,33.70974622,33.70974622
5,60,130,88.84991102,120,100,100,91,63.393568,63.393568
5,60,120,123.963235,120,100,100,44,50.11985634,50.11985634
5,60,130,118.294491,120,100,100,37,54.2772234,54.2772234
5,60,130,126.7981112,120,100,100,23,54.63731125,54.63731125
5,60,114,119.8431487,120,100,100,59,46.70879297,46.70879297
5,60,130,115.8622795,120,100,100,41,54.3949594,54.3949594
5,60,101,134.9118882,120,100,100,58,39.19765669,39.19765669
5,60,139,98.37289337,120,100,100,58,60.9661536,60.9661536
5,60,130,118.294491,120,100,100,37,54.2772234,54.2772234
5,60,130,124.3827086,120,100,100,27,54.41228791,54.41228791
5,60,120,136.1021138,120,100,100,25,52.04164999,52.04164999
6,60,108,126.8392184,120,100,100,58,43.21298017,43.21298017
6,157.8779871,40,122.1220129,140,41.99884172,100,100,41.99884172,41.99884172
6,151.7466185,43,122.2533815,137,43.33965353,100,100,43.33965353,43.33965353
6,149.7455195,44,122.2544805,136,43.76800044,100,100,43.76800044,43.76800044
6,147.7643897,45,122.2356103,135,44.18847654,100,100,44.18847654,44.18847654
6,145.8024605,46,122.1975395,134,44.60186693,100,100,44.60186693,44.60186693
6,143.859,47,122.141,133,45.00891444,100,100,45.00891444,45.00891444
6,141.9333115,48,122.0666885,132,45.41032237,100,100,45.41032237,45.41032237
6,140.0247319,49,121.9752681,131,45.80675713,100,100,45.80675713,45.80675713
6,138.1326311,50,121.8673689,130,46.19885082,100,100,46.19885082,46.19885082
6,136.2564098,51,121.7435902,129,46.58720357,100,100,46.58720357,46.58720357
6,134.395499,52,121.604501,128,46.97238591,100,100,46.97238591,46.97238591
6,132.5493582,53,121.4506418,127,47.35494087,100,100,47.35494087,47.35494087
6,130.7174744,54,121.2825256,126,47.73538606,100,100,47.73538606,47.73538606
6,128.8993608,55,121.1006392,125,48.11421562,100,100,48.11421562,48.11421562
6,127.0945557,56,120.9054443,124,48.49190199,100,100,48.49190199,48.49190199
6,125.3026211,57,120.6973789,123,48.86889769,100,100,48.86889769,48.86889769
6,123.5231423,58,120.4768577,122,49.2456369,100,100,49.2456369,49.2456369
6,121.755726,59,120.244274,121,49.62253701,100,100,49.62253701,49.62253701
6,120,60,120,120,50,100,100,50,50
6,118.2556118,61,119.7443882,119,50.37841386,100,100,50.37841386,50.37841386
6,116.522228,62,119.477772,118,50.75815381,100,100,50.75815381,50.75815381
6,114.7995334,63,119.2004666,117,51.13958353,100,100,51.13958353,51.13958353
6,153.7684928,42,122.2315072,138,42.90260554,100,100,42.90260554,42.90260554
6,155.8119874,41,122.1880126,139,42.4559781,100,100,42.4559781,42.4559781
6,113.08723,64,118.91277,116,51.52305625,100,100,51.52305625,51.52305625
6,111.3850365,65,118.6149635,115,51.90891587,100,100,51.90891587,51.90891587
6,109.6926876,66,118.3073124,114,52.29749792,100,100,52.29749792,52.29749792
6,108.0099329,67,117.9900671,113,52.68913054,100,100,52.68913054,52.68913054
6,106.3365367,68,117.6634633,112,53.08413541,100,100,53.08413541,53.08413541
6,104.6722774,69,117.3277226,111,53.48282854,100,100,53.48282854,53.48282854
6,103.0169467,70,116.9830533,110,53.88552116,100,100,53.88552116,53.88552116
6,101.370349,71,116.629651,109,54.29252047,100,100,54.29252047,54.29252047
6,99.73230145,72,116.2676986,108,54.70413037,100,100,54.70413037,54.70413037
6,98.10263284,73,115.8973672,107,55.12065222,100,100,55.12065222,55.12065222
6,96.48118358,74,115.5188164,106,55.5423855,100,100,55.5423855,55.5423855
6,94.86780516,75,115.1321948,105,55.96962847,100,100,55.96962847,55.96962847
6,93.26235981,76,114.7376402,104,56.4026788,100,100,56.4026788,56.4026788
6,91.66472016,77,114.3352798,103,56.84183423,100,100,56.84183423,56.84183423
6,90.07476891,78,113.9252311,102,57.28739315,100,100,57.28739315,57.28739315
6,88.49239857,79,113.5076014,101,57.73965517,100,100,57.73965517,57.73965517
6,86.91751117,80,113.0824888,100,58.19892171,100,100,58.19892171,58.19892171
6,85.35001803,81,112.649982,99,58.66549659,100,100,58.66549659,58.66549659
6,83.78983957,82,112.2101604,98,59.13968653,100,100,59.13968653,59.13968653
6,82.23690506,83,111.7630949,97,59.62180174,100,100,59.62180174,59.62180174
6,80.69115252,84,111.3088475,96,60.11215646,100,100,60.11215646,60.11215646
6,79.15252851,85,110.8474715,95,60.61106947,100,100,60.61106947,60.61106947
6,77.62098802,86,110.379012,94,61.11886466,100,100,61.11886466,61.11886466
6,76.0964944,87,109.9035056,93,61.63587154,100,100,61.63587154,61.63587154
6,74.5790192,88,109.4209808,92,62.16242579,100,100,62.16242579,62.16242579
6,73.06854217,89,108.9314578,91,62.6988698,100,100,62.6988698,62.6988698
6,159.9674178,39,122.0325822,141,41.53021275,100,100,41.53021275,41.53021275
6,162.0812466,38,121.9187534,142,41.04905027,100,100,41.04905027,41.04905027
6,164.2204828,37,121.7795172,143,40.55425316,100,100,40.55425316,40.55425316
6,166.3861776,36,121.6138224,144,40.04465715,100,100,40.04465715,40.04465715
6,168.5794243,35,121.4205757,145,39.51903212,100,100,39.51903212,39.51903212
6,170.8013575,34,121.1986425,146,38.97607969,100,100,38.97607969,38.97607969
6,173.0531517,33,120.9468483,147,38.41443115,100,100,38.41443115,38.41443115
6,175.3360195,32,120.6639805,148,37.83264596,100,100,37.83264596,37.83264596
6,125.3026211,57,120.6973789,123,60.13309057,123.0498199,123.0498199,60.13309057,60.13309057
6,104.6722774,69,117.3277226,111,46.90374545,87.69870019,87.69870019,46.90374545,46.90374545
6,162.0812466,38,121.9187534,142,32.46759226,79.09462472,79.09462472,32.46759226,32.46759226
6,120,60,120,120,57.14508659,114.2901732,114.2901732,57.14508659,57.14508659
6,153.7684928,42,122.2315072,138,57.07899942,133.0432003,133.0432003,57.07899942,57.07899942
6,99.73230145,72,116.2676986,108,27.43311392,50.14815835,50.14815835,27.43311392,27.43311392
6,127.0945557,56,120.9054443,124,49.40687566,101.8868587,101.8868587,49.40687566,49.40687566
6,73.06854217,89,108.9314578,91,81.33551136,129.724047,129.724047,81.33551136,81.33551136
6,173.0531517,33,120.9468483,147,57.54966341,149.8126139,149.8126139,57.54966341,57.54966341
6,106.3365367,68,117.6634633,112,40.55231448,76.39253079,76.39253079,40.55231448,40.55231448
6,170.8013575,34,121.1986425,146,19.52570812,50.09664458,50.09664458,19.52570812,19.52570812
6,134.395499,52,121.604501,128,24.28112553,51.69234021,51.69234021,24.28112553,24.28112553
6,149.7455195,44,122.2544805,136,59.76204219,136.5427746,136.5427746,59.76204219,59.76204219
6,125.3026211,57,120.6973789,123,67.16205226,137.433123,137.433123,67.16205226,67.16205226
6,93.26235981,76,114.7376402,104,43.03552237,76.30049368,76.30049368,43.03552237,43.03552237
6,130.7174744,54,121.2825256,126,56.7145512,118.8102912,118.8102912,56.7145512,56.7145512
6,114.7995334,63,119.2004666,117,44.75138933,87.50831791,87.50831791,44.75138933,44.75138933
6,116.522228,62,119.477772,118,50.58475476,99.65838188,99.65838188,50.58475476,50.58475476
6,79.15252851,85,110.8474715,95,78.58681552,129.6575299,129.6575299,78.58681552,78.58681552
6,121.755726,59,120.244274,121,66.2730472,133.5543307,133.5543307,66.2730472,66.2730472
6,93.26235981,76,114.7376402,104,75.22760444,133.3759425,133.3759425,75.22760444,75.22760444
6,113.08723,64,118.91277,116,35.41156089,68.7295426,68.7295426,35.41156089,35.41156089
6,149.7455195,44,122.2544805,136,48.82145602,111.5460051,111.5460051,48.82145602,48.82145602
6,121.755726,59,120.244274,121,66.30709163,133.6229375,133.6229375,66.30709163,66.30709163
6,127.0945557,56,120.9054443,124,33.13814758,68.33748775,68.33748775,33.13814758,33.13814758
6,79.15252851,85,110.8474715,95,62.92963156,103.8253113,103.8253113,62.92963156,62.92963156
6,73.06854217,89,108.9314578,91,66.76612114,106.4869612,106.4869612,66.76612114,66.76612114
6,136.2564098,51,121.7435902,129,64.70784724,138.8961824,138.8961824,64.70784724,64.70784724
6,155.8119874,41,122.1880126,139,37.68540673,88.76348731,88.76348731,37.68540673,37.68540673
6,121.755726,59,120.244274,121,66.0870894,133.1795861,133.1795861,66.0870894,66.0870894
6,74.5790192,88,109.4209808,92,56.73915089,91.27563825,91.27563825,56.73915089,56.73915089
6,103.0169467,70,116.9830533,110,52.00127969,96.50325091,96.50325091,52.00127969,52.00127969
6,106.3365367,68,117.6634633,112,70.42463925,132.6660757,132.6660757,70.42463925,70.42463925
6,113.08723,64,118.91277,116,36.15340895,70.16937966,70.16937966,36.15340895,36.15340895
6,159.9674178,39,122.0325822,141,33.55807338,80.80400064,80.80400064,33.55807338,33.55807338
6,136.2564098,51,121.7435902,129,67.54660412,144.9896086,144.9896086,67.54660412,67.54660412
6,82.23690506,83,111.7630949,97,37.4010141,62.7304325,62.7304325,37.4010141,37.4010141
6,86.91751117,80,113.0824888,100,51.87334997,89.13111866,89.13111866,51.87334997,51.87334997
6,116.522228,62,119.477772,118,56.87717578,112.0552493,112.0552493,56.87717578,56.87717578
6,94.86780516,75,115.1321948,105,59.11904325,105.6270068,105.6270068,59.11904325,59.11904325
6,168.5794243,35,121.4205757,145,55.75844543,141.0926393,141.0926393,55.75844543,55.75844543
7,166.3861776,36,121.6138224,144,33.20256839,82.91385358,82.91385358,33.20256839,33.20256839
7,64.15690189,140,134.1563416,91.68731689,96.77717303,50,50,50,50
7,62.8273389,142,133.8267517,92.34649658,98.50460602,50,50,50,50
7,61.50167319,144,133.5017395,92.996521,100.2144742,50,50,50,50
7,60.18019444,146,133.1803894,93.63922119,101.9063568,50,50,50,50
7,58.86261211,148,132.8627014,94.27459717,103.5793904,50,50,50,50
7,57.54865483,150,132.5486755,94.90264893,105.2327246,50,50,50,50
7,56.23806876,152,132.2383118,95.52337646,106.8655221,50,50,50,50
7,54.93110962,154,131.9306946,96.13861084,108.4774751,50,50,50,50
7,53.62703399,156,131.6267395,96.746521,110.0672727,50,50,50,50
7,52.32610078,158,131.325531,97.34893799,111.6346502,50,50,50,50
7,51.02762126,160,131.0279846,97.94403076,113.1783064,50,50,50,50
7,49.73229732,162,130.7322693,98.53546143,114.6985677,50,50,50,50
7,48.43945374,164,130.4393005,99.12139893,116.1941672,50,50,50,50
7,47.14889409,166,130.1490784,99.70184326,117.6643837,50,50,50,50
7,45.86084145,168,129.8606873,100.2786255,119.1090805,50,50,50,50
7,44.57468902,170,129.5750427,100.8499146,120.5270072,50,50,50,50
7,43.29065818,172,129.2912292,101.4175415,121.9180677,50,50,50,50
7,42.00893822,174,129.0083313,101.9833374,123.2822068,50,50,50,50
7,40.72858332,176,128.7281799,102.5436401,124.6176147,50,50,50,50
7,39.44981007,178,128.4498596,103.1002808,125.9242558,50,50,50,50
7,65.4906433,138,134.490509,91.01898193,95.03309164,50,50,50,50
7,66.82886531,136,134.8292542,90.3414917,93.27329156,50,50,50,50
7,68.17189323,134,135.1725769,89.65484619,91.49871553,50,50,50,50
7,69.52007791,132,135.5204773,88.95904541,89.71031926,50,50,50,50
7,70.8730998,130,135.8738708,88.2522583,87.90866261,50,50,50,50
7,72.2320234,128,136.231842,87.53631592,86.09515478,50,50,50,50
7,73.595803,126,136.5962219,86.80755615,84.27001122,50,50,50,50
7,74.96554093,124,136.966095,86.06781006,82.43467679,50,50,50,50
7,76.34167593,122,137.3414612,85.31707764,80.59020055,50,50,50,50
7,77.723866,120,137.7232361,84.55352783,78.73728437,50,50,50,50
7,79.11170104,118,138.1123352,83.77532959,76.87668243,50,50,50,50
7,80.50732338,116,138.5069275,82.98614502,75.01022177,50,50,50,50
7,81.90952731,114,138.908844,82.18231201,73.13834211,50,50,50,50
7,83.31878636,112,139.3180847,81.36383057,71.26221585,50,50,50,50
7,84.7346453,110,139.7355652,80.52886963,69.38271786,50,50,50,50
7,86.15958472,108,140.1594543,79.68109131,67.50167595,50,50,50,50
7,87.59224278,106,140.5915833,78.8168335,65.61968977,50,50,50,50
7,89.03210033,104,141.0328674,77.93426514,63.73773134,50,50,50,50
7,90.48191765,102,141.4814758,77.03704834,61.85763515,50,50,50,50
7,91.94016322,100,141.9392395,76.121521,59.98012694,50,50,50,50
7,93.40623562,98,142.407074,75.18585205,58.10627387,50,50,50,50
7,94.88321985,96,142.8831482,74.23370361,56.23791546,50,50,50,50
7,96.36937425,94,143.3692932,73.26141357,54.37590061,50,50,50,50
7,97.86537392,92,143.865509,72.26898193,52.52160926,50,50,50,50
7,99.37196818,90,144.3717957,71.25640869,50.67643152,50,50,50,50
7,100.8884763,88,144.8890686,70.22186279,48.84156537,50,50,50,50
7,102.4172029,86,145.4164124,69.16717529,47.01864102,50,50,50,50
7,103.9558524,84,145.955658,68.08868408,45.20871019,50,50,50,50
7,105.506833,82,146.5058899,66.98822021,43.41342895,50,50,50,50
7,107.0693136,80,147.0680237,65.86395264,41.63409375,50,50,50,50
7,108.6422076,78,147.6429749,64.71405029,39.87204354,50,50,50,50
7,110.2302031,76,148.2289124,63.54217529,38.1290997,50,50,50,50
7,111.8282379,74,148.8285828,62.34283447,36.4063244,50,50,50,50
7,113.4412918,72,149.440155,61.11968994,34.70553745,50,50,50,50
7,115.0658505,70,150.0654602,59.86907959,33.02800447,50,50,50,50
7,116.7050311,68,150.7035828,58.59283447,31.37539953,50,50,50,50
7,118.3572297,66,151.3554382,57.28912354,29.74915051,50,50,50,50
7,120.0202857,64,152.0219421,55.95611572,28.15071339,50,50,50,50
7,121.7004938,62,152.7012634,54.59747314,26.58184335,50,50,50,50
7,123.3959636,60,153.3943176,53.21136475,25.04397714,50,50,50,50
7,125.1040566,58,154.1020203,51.79595947,23.53857166,50,50,50,50
7,126.8249109,56,154.8243713,50.35125732,22.06717076,50,50,50,50
7,128.5625733,54,155.5604553,48.87908936,20.63136899,50,50,50,50
7,130.3134792,52,156.3111877,47.37762451,19.23260222,50,50,50,50
7,132.0773268,50,157.0765686,45.84686279,17.87236494,50,50,50,50
7,133.8586101,48,157.8556824,44.28863525,16.55217768,50,50,50,50
7,135.6520454,46,158.6494446,42.70111084,15.27343004,50,50,50,50
7,137.4561017,44,159.4578552,41.08428955,14.03754288,50,50,50,50
7,139.281808,42,160.2790833,39.4418335,12.84597327,50,50,50,50
7,141.1149308,40,161.1149597,37.77008057,11.69999294,50,50,50,50
7,142.967235,38,161.9636536,36.07269287,10.60097283,50,50,50,50
7,144.8282925,36,162.8260803,34.34783936,9.550148199,50,50,50,50
7,146.7024582,34,163.7013245,32.59735107,8.548763858,50,50,50,50
7,148.5844904,32,164.589386,30.82122803,7.597990536,50,50,50,50
7,150.4921721,30,165.4884338,29.02313232,6.698976963,50,50,50,50
7,152.3928163,28,166.4002991,27.19940186,5.852757908,50,50,50,50
7,154.3193317,26,167.3222351,25.35552979,5.060376279,50,50,50,50
7,156.2456054,24,168.2551575,23.48968506,4.322766834,50,50,50,50
7,158.1973731,22,169.1972351,21.60552979,3.640828874,50,50,50,50
7,160.1627208,20,170.148468,19.70306396,3.015381121,50,50,50,50
7,87.59224278,106,140.5915833,78.8168335,91.79315306,69.94330008,69.94330008,69.94330008,69.94330008
7,103.9558524,84,145.955658,68.08868408,46.07484905,50.95793361,50.95793361,50.95793361,50.95793361
7,123.3959636,60,153.3943176,53.21136475,23.16231768,46.24328946,46.24328946,46.24328946,46.24328946
7,139.281808,42,160.2790833,39.4418335,6.706489511,26.10346982,26.10346982,26.10346982,26.10346982
7,126.8249109,56,154.8243713,50.35125732,24.31910553,55.10245467,55.10245467,55.10245467,55.10245467
7,39.44981007,178,128.4498596,103.1002808,154.0910961,61.18404077,61.18404077,61.18404077,61.18404077
7,42.00893822,174,129.0083313,101.9833374,77.63371554,31.48618019,31.48618019,31.48618019,31.48618019
7,142.967235,38,161.9636536,36.07269287,12.89979494,60.84250543,60.84250543,60.84250543,60.84250543
7,108.6422076,78,147.6429749,64.71405029,24.09184203,30.21144627,30.21144627,30.21144627,30.21144627
